Input1 Input2 Input3 Input4 Input5 Y outlier number
-1.52230 0.48145 -0.52290 1.63449 -0.13914 -0.26360 1.00000 1066
1.32600 0.06744 1.30598 0.72671 1.67712 2.01375 1.00000 906
0.08595 -1.27840 -1.65947 0.31834 -0.89857 0.06403 1.00000 982
-0.61991 -1.17427 -0.25445 -0.46228 0.49976 -1.00223 1.00000 441
1.25779 0.39258 1.47244 0.72339 0.64802 1.66797 1.00000 794
0.92434 0.94693 -0.74741 0.64765 -0.69804 0.63200 1.00000 444
1.46695 -0.77409 1.67990 -0.27173 -0.25217 0.76450 1.00000 1174
-1.64754 0.91093 -0.27173 -1.16297 -1.44774 -2.38321 1.00000 1194
-0.12231 -1.61805 -1.38721 1.23360 0.44735 0.05461 1.00000 139
-0.08347 -1.64451 0.84592 0.64661 -0.32999 -0.90257 1.00000 386
1.04245 -0.73073 -1.42061 0.90273 -1.05469 1.04893 1.00000 8
-0.66120 -1.05317 1.12015 0.14531 -0.54266 -0.67912 1.00000 120
1.41440 -1.32680 -0.46867 -0.33188 0.21277 -0.81772 1.00000 643
-0.16524 -0.42793 0.67295 -1.22636 -1.14557 -1.29774 1.00000 546
0.53155 -0.33721 -0.19030 -1.54831 0.65329 -0.67571 1.00000 843
-0.88278 -1.58176 1.05374 -0.14701 0.08191 -0.91716 1.00000 407
0.95477 0.84705 -1.28738 -1.32099 -1.42503 -0.26741 1.00000 158
-1.11278 1.08903 -0.86582 0.07742 1.31172 0.27608 1.00000 1038
-1.36916 -0.94765 -0.80005 1.04106 -0.86523 -0.73342 1.00000 389
-1.63242 1.54214 0.02709 -1.55773 -0.39146 -1.89715 1.00000 893
0.56374 -0.39417 -1.37642 0.23304 -1.11353 0.28247 1.00000 907
0.42659 -0.00176 -0.93356 0.41524 0.63685 1.13287 1.00000 610
1.59937 0.51815 -0.92947 -0.81603 -0.51975 -0.07566 1.00000 1189
1.20787 1.58165 0.00507 -0.43208 1.47969 -0.07685 1.00000 1122
0.00318 0.35865 -1.56792 -0.80509 1.39787 0.92281 1.00000 647
-0.58244 -0.86411 -0.77112 -1.13958 -0.38051 -1.34187 1.00000 903
-1.72135 1.16020 0.32509 0.40293 -0.58562 -1.50440 1.00000 756
-0.67262 0.14393 0.24565 -0.28898 -0.70688 -0.69163 1.00000 885
-0.99534 -0.32620 -1.07073 -1.68618 1.41960 -1.02156 1.00000 496
-0.47882 -0.60951 1.09051 -1.18229 -1.16398 -1.49400 1.00000 132
0.71237 -1.41420 -0.99085 -0.03392 -1.27197 -0.94100 1.00000 936
-0.30863 0.44096 0.01842 -0.45725 0.59042 0.11488 1.00000 1052
-0.27237 -0.89267 1.34336 -1.23186 1.23641 -0.74037 1.00000 714
-1.09676 0.28676 0.51023 1.05821 -1.33535 -0.41417 1.00000 216
0.62512 0.97324 -1.08050 -0.99719 0.95986 0.64881 1.00000 916
0.45692 -1.12576 -0.40117 0.35146 0.62595 -0.59789 1.00000 460
0.87279 -0.01650 0.68756 0.85507 -1.13211 0.46619 1.00000 627
1.20654 -1.12846 0.36759 0.50032 -1.31029 -0.59257 1.00000 599
-0.09173 -0.25456 1.31738 -1.16202 0.92553 0.15268 1.00000 588
-0.72044 1.42719 1.29168 1.67367 1.08200 1.83700 1.00000 591
1.38254 -1.45748 -0.54134 -0.13791 1.49606 -0.46592 1.00000 694
0.66748 1.14383 -0.49903 1.53692 -1.26676 1.08478 1.00000 562
-0.65473 0.60381 -0.50586 -0.03889 -0.87068 -0.36409 1.00000 715
-0.59389 0.09433 -0.16741 -0.93350 0.05773 -1.05296 1.00000 59
-0.15544 -0.45347 -1.69516 1.59658 0.55318 1.15471 1.00000 1124
1.37557 -1.14948 1.61497 0.15386 -1.07751 0.12646 1.00000 439
-0.01491 1.46630 0.74291 -0.47843 0.21253 0.56986 1.00000 737
1.34501 1.12134 -0.11123 -1.05615 -0.94124 -0.85598 1.00000 185
1.61646 0.02043 -0.87697 0.89564 -0.32159 1.56007 1.00000 617
0.51828 -0.04795 1.59978 -0.71757 -1.24348 0.43854 1.00000 985
-0.42082 -1.47101 -0.58884 -1.04993 0.27321 -1.96712 1.00000 125
-0.74026 -0.75340 0.63161 -0.20145 0.24408 -0.75117 1.00000 819
-1.22601 -0.80246 -1.20130 -0.95069 0.19074 -1.27489 1.00000 273
-1.58728 1.51780 -0.71989 -1.65505 0.97034 -1.65613 1.00000 1025
0.63847 1.41954 1.07092 -0.43078 0.18344 0.77314 1.00000 1139
-0.40921 -0.88455 -0.66548 1.66637 -0.25268 0.13237 1.00000 722
1.49792 0.92127 -0.83680 -1.24014 0.86618 0.03256 1.00000 437
-0.61850 -1.00935 -0.85535 -0.63150 -0.47175 -1.09174 1.00000 188
-1.69295 -1.65527 0.72373 0.90815 -0.63004 -0.97142 1.00000 558
0.77265 -0.52218 0.94308 -0.50178 -0.33003 0.28792 1.00000 671
0.86657 0.75947 -0.17087 -0.43021 -1.31979 -0.14173 1.00000 955
0.84137 0.73906 0.24104 -0.72820 0.00406 0.09772 1.00000 472
0.57823 1.05015 -1.38248 -0.57845 -0.25892 0.77017 1.00000 1091
1.00859 0.13646 1.71829 0.89052 -1.28582 1.84058 1.00000 1019
1.47068 1.46008 0.94437 -1.73878 -1.45879 -1.69122 1.00000 1009
-0.19715 -1.11666 0.47863 1.16602 1.80589 0.27305 1.00000 871
-0.15694 -1.38268 -1.20456 1.53292 1.71425 1.08925 1.00000 662
-1.31748 1.28892 1.60841 1.30380 0.10940 0.80884 1.00000 221
0.17893 1.08893 1.59461 0.26532 -0.75846 0.84263 1.00000 547
0.51289 -1.43619 0.90716 -1.54765 0.03281 -1.56349 1.00000 925
0.55441 0.75446 1.66114 -1.74612 0.40960 0.71301 1.00000 428
1.45357 -1.55207 -0.18328 -1.58158 1.11488 -1.74197 1.00000 202
-0.37449 -0.17903 1.03615 -0.47104 -1.08544 -0.71554 1.00000 187
0.93972 0.85766 0.85264 1.12758 0.81954 1.40709 1.00000 748
0.20578 0.11253 1.60572 -1.00935 1.18002 0.43482 1.00000 1047
-1.68873 -1.51672 -0.18988 -0.84822 0.08654 -1.58115 1.00000 175
-1.71615 0.67850 1.13556 -0.27315 -0.10338 -1.30325 1.00000 568
0.05294 1.02534 0.02490 1.13970 0.22732 1.11050 1.00000 1022
-0.36529 0.76267 0.62253 0.32320 1.14940 1.13583 1.00000 1133
0.83688 1.24983 -1.12294 -0.46498 -1.39653 0.10237 1.00000 1196
-1.43785 1.48420 -0.46790 0.26000 -0.26540 -0.74146 1.00000 91
0.13836 1.37296 -0.24968 1.62750 1.53564 1.97035 1.00000 664
-0.73018 -1.43229 -1.66639 1.38872 0.11862 -0.01856 1.00000 183
0.16197 -0.51628 0.98358 0.54210 0.82258 0.66507 1.00000 450
-1.71777 -1.43090 -1.58073 1.07372 -0.33665 -0.03063 1.00000 1018
1.43766 0.27252 0.17159 0.13029 -0.22362 0.43363 1.00000 518
1.55390 0.75931 1.66968 -0.55035 1.27569 0.97769 1.00000 370
0.26272 -0.86956 0.20203 -1.02161 0.40882 -0.68935 1.00000 614
1.01834 -0.35289 -1.03933 -0.21093 -1.33009 0.09135 1.00000 223
0.74457 -1.32380 -1.56712 0.19022 0.69045 0.10558 1.00000 1165
-0.87495 -0.37873 0.49513 1.10824 0.86641 0.16453 1.00000 619
1.17522 0.57218 -1.34764 0.12258 1.43417 1.58728 1.00000 766
-1.12969 0.01713 0.76532 -1.17090 1.73368 -0.53991 1.00000 315
1.57311 0.39925 -1.08069 0.56451 -0.78916 0.79871 1.00000 790
1.09993 0.09424 -1.02539 -1.28230 -1.55983 -0.14792 1.00000 1028
1.69041 1.01289 0.27943 0.36360 0.21938 0.15395 1.00000 1132
-0.05412 1.31311 0.83612 0.97501 1.48187 1.92338 1.00000 797
-1.06027 1.17159 -0.16483 0.28533 -1.36264 -0.42905 1.00000 1151
-1.47695 -0.92967 -1.25862 -1.67054 0.17152 -1.25771 1.00000 1080
-1.06614 -1.45853 -0.57046 0.13208 -0.25013 -1.05667 1.00000 1180
0.47426 0.67330 1.16724 0.51294 -0.55229 1.37528 1.00000 487
-0.20841 1.69237 1.58325 -0.92799 1.39064 1.03953 1.00000 427
-0.17259 -0.42145 -0.38857 -0.05328 -1.37687 -1.04496 1.00000 82
-1.54792 -0.27878 -1.67374 1.62364 -1.21661 0.59154 1.00000 1070
-1.02210 1.43735 -1.08463 -0.17504 -0.71350 -0.21467 1.00000 1045
-1.67418 0.48402 0.89973 1.42516 -0.96322 -0.61495 1.00000 579
-0.85033 0.83321 -1.03597 -1.76040 0.93668 -0.47785 1.00000 813
-0.43184 0.24933 0.52112 1.13024 -1.20923 0.18835 1.00000 500
0.46199 0.45792 -0.16384 -0.34533 -1.71384 -0.06161 1.00000 63
-0.86920 1.17582 0.56425 0.49534 -0.92531 0.12100 1.00000 880
0.42938 -0.06800 -1.24785 0.60511 0.30380 1.54610 1.00000 18
0.73138 -0.30805 0.23166 0.27809 1.47713 0.56589 1.00000 952
-1.10891 1.22588 -1.48760 -1.74767 -0.76085 -0.84985 1.00000 376
0.83375 1.46533 1.40867 -1.32803 -0.23734 0.16181 1.00000 416
-0.92984 0.20277 -0.61184 0.75109 1.78987 0.09765 1.00000 695
-1.23546 -0.85690 -1.49576 0.91517 1.47665 0.42379 1.00000 422
-0.97783 -0.27847 1.36142 0.21950 -0.34818 0.13882 1.00000 697
-0.57031 1.32114 1.40098 -0.96837 -1.09712 0.28520 1.00000 511
-0.97377 -1.65303 -1.16067 1.44722 1.07545 0.27587 1.00000 785
1.20887 1.10269 0.55119 -0.24144 1.65136 0.42993 1.00000 835
-1.26987 1.51563 -1.63592 0.54305 -0.45519 0.40624 1.00000 740
1.13620 -1.16346 0.47896 0.97575 1.76905 0.97131 1.00000 36
0.26470 1.33712 -1.63452 0.52831 -0.89317 1.67710 1.00000 20
-0.13704 1.52401 -0.99950 1.24575 0.05364 1.54774 1.00000 52
-1.19425 -1.66275 -1.29995 -0.64853 1.19185 -0.77455 1.00000 102
0.27046 -0.49265 1.67179 -0.55617 0.37210 0.78182 1.00000 29
-1.56870 -1.55313 -0.34357 0.35492 -0.59616 -1.30310 1.00000 887
-1.22426 -0.77611 -1.17253 -1.22325 1.27618 -0.96789 1.00000 507
0.33718 1.68578 1.48468 0.15330 0.54740 1.75073 1.00000 400
-0.61290 -1.00661 -1.22924 0.58642 -0.32158 -0.09844 1.00000 632
0.65137 1.02515 1.55391 0.59869 0.63740 1.51118 1.00000 577
-0.45580 -1.35441 0.74787 -0.09204 1.55055 -0.15482 1.00000 677
-0.55247 1.25494 1.42830 -1.78417 -0.28191 0.21586 1.00000 310
0.69332 0.53938 -0.09412 1.50254 -1.08087 0.94179 1.00000 328
-1.66719 0.37947 -1.31898 -1.24514 1.04330 -1.03905 1.00000 477
0.23612 -0.88334 0.98206 -0.59128 0.40228 -0.71639 1.00000 66
-1.24798 -0.09558 0.17628 1.33297 1.63470 0.06027 1.00000 208
0.10783 0.48054 0.73945 0.07628 0.66407 0.77875 1.00000 1111
1.48113 0.95818 0.86105 0.91210 -0.54302 0.19496 1.00000 448
-0.42198 0.86782 -1.53611 1.30963 1.11500 1.98171 1.00000 670
-1.44918 0.23965 0.71763 -0.42010 -0.51421 -1.21075 1.00000 600
1.52916 -1.59465 0.38537 -0.79158 0.41293 -1.21958 1.00000 861
1.56038 -0.88370 0.85842 -0.77721 0.71835 -0.33269 1.00000 503
0.41498 -0.64184 0.14444 -0.98322 0.90629 -0.58819 1.00000 369
-0.74524 -1.59388 1.13379 -0.35582 0.94752 -0.92060 1.00000 1034
0.24690 -1.53067 -1.05194 0.10586 -0.87526 -0.81663 1.00000 858
-0.34875 -1.69112 -0.72672 0.31177 1.43119 -0.58150 1.00000 199
-0.44518 -0.19101 -0.89050 -0.94427 -0.13399 -0.71564 1.00000 1104
-1.17792 0.63325 -0.68613 -1.15027 0.12181 -1.02484 1.00000 394
-0.69831 -1.19123 0.05586 1.67359 0.27146 0.03734 1.00000 592
-0.92137 0.90098 0.71887 1.42651 1.79458 1.41503 1.00000 156
-0.24031 1.25102 0.40765 0.69900 0.41787 1.17585 1.00000 1155
0.14405 -1.15155 1.66272 0.08991 0.82463 0.72244 1.00000 615
-1.28815 0.73206 -0.43055 1.50196 0.25484 0.15514 1.00000 780
-1.37495 0.58245 0.75288 0.86026 0.58336 -0.09732 1.00000 133
0.32425 -1.47678 0.58710 0.68589 -1.64919 -0.81339 1.00000 926
-1.43259 1.55195 1.14926 -0.22288 0.96926 -0.40692 1.00000 150
1.30786 0.64729 1.01145 -1.65658 0.00816 -0.38375 1.00000 943
