lread lwrite scall sread swrite fork exec rchar wchar pgout ppgout pgfree pgscan atch pgin ppgin pflt vflt runqsz freemem freeswap Y outlier number
-0.32914 -0.37157 -1.12660 -0.79651 -0.51136 -0.59877 -0.45893 -0.73510 0.23717 -0.43065 -0.39289 -0.36833 -0.30261 -0.19753 -0.56782 -0.52911 -0.69742 -0.74410 -0.14817 1.83104 1.22628 0.65384 1.00000 4593
-0.34788 -0.43848 -0.23037 -0.48993 -0.13746 -0.67944 -0.49730 -0.26243 1.05590 -0.12914 0.11981 0.11372 0.21189 -0.19753 -0.23626 -0.10721 -0.47192 -0.82474 -0.13545 -0.65572 0.50177 0.49080 1.00000 4989
-0.21667 -0.37157 -0.02897 -0.35925 -0.36180 -0.27610 0.69415 -0.07919 -0.48306 0.17425 0.77974 1.15508 1.09469 0.18789 0.99192 0.81111 0.18413 0.38853 -0.14022 -0.60173 -0.46808 0.00169 1.00000 1812
-0.12295 -0.00355 -0.16609 -0.31402 -0.18108 -0.67944 -0.49730 0.23904 1.44697 -0.43065 -0.39289 -0.36833 -0.30261 -0.19753 -0.13608 -0.26026 -0.82180 -0.60661 -0.14579 -0.14322 -0.73327 0.38211 1.00000 1756
-0.32914 -0.43848 0.70258 0.16344 0.41716 0.20790 -0.38218 -0.56522 -0.36936 -0.43065 -0.39289 -0.36833 -0.30261 0.04774 -0.56782 -0.53809 0.00005 0.04128 -0.14817 -0.48045 -0.74400 0.21907 1.00000 3284
0.13946 -0.43848 1.93122 -0.17329 -0.21847 1.82123 2.99455 -0.37416 -0.05965 -0.09145 0.81655 0.99749 0.61955 -0.19753 2.28642 1.26622 1.06113 1.72934 -0.12909 -0.65652 -0.52439 -0.37873 1.00000 6492
0.12072 0.69903 0.42894 -0.48993 0.24891 -0.67944 -0.49730 -0.76935 -0.45747 -0.43065 -0.39289 -0.36833 -0.30261 -0.19753 -0.58223 -0.54707 -0.82355 -0.88249 -0.13863 -0.62026 0.89387 0.49080 1.00000 2980
1.09540 2.70639 0.95296 -0.31402 -0.16862 3.76529 5.65373 -0.51152 -0.48273 -0.43065 -0.39289 -0.36833 -0.30261 -0.19753 -0.27879 -0.22346 2.26327 2.87008 -0.14579 -0.49697 -0.55134 -0.97653 1.00000 129
-0.27291 -0.40503 0.70564 -0.35423 0.08065 -0.03410 -0.19032 -0.48197 1.19627 0.54924 0.06723 -0.15202 -0.30261 0.22293 -0.29393 -0.34060 0.22730 0.16275 -0.14022 -0.50624 -0.73103 0.05604 1.00000 619
-0.27291 -0.40503 -0.07182 -0.17832 -0.02529 -0.35677 -0.45893 -0.06287 1.28676 -0.09145 -0.27457 -0.31271 -0.30261 -0.05738 -0.53899 -0.52014 -0.48416 -0.60902 -0.12750 -0.64000 -0.01121 0.59949 1.00000 6348
0.92671 -0.23775 0.76074 -0.01749 -0.20601 2.38589 3.91548 -0.19262 -0.40543 0.36080 1.01374 0.79354 0.41994 0.01270 3.09367 3.43858 1.51388 2.11156 -0.14022 -0.56708 -0.57547 -0.70480 1.00000 1273
-0.14170 -0.13738 -1.04151 -0.56532 -0.45528 -0.11477 -0.42056 -0.73998 -0.60224 -0.43065 -0.39289 -0.36833 -0.30261 -0.05738 -0.59665 -0.55604 -0.26041 -0.36084 -0.14499 -0.54653 1.01696 0.59949 1.00000 7204
-0.36663 -0.43848 -1.13150 -0.74122 -0.84165 -0.59877 -0.45893 -0.37433 -0.65421 -0.43065 -0.39289 -0.36833 -0.30261 -0.19753 -0.03589 0.14279 -0.66482 -0.58153 -0.14340 2.23354 1.26448 0.65384 1.00000 1850
-0.36663 -0.43848 -1.32188 -1.02268 -0.79802 -0.67944 -0.49730 -0.82092 -0.51096 -0.43065 -0.39289 -0.36833 -0.30261 -0.19753 -0.59665 -0.55604 -0.82328 -0.88233 -0.14817 2.34394 1.30461 0.76253 1.00000 3387
-0.34788 -0.40503 -1.17006 -0.25371 -0.48644 -0.67944 -0.49730 0.10880 0.99063 -0.43065 -0.39289 -0.36833 -0.30261 -0.19753 -0.59665 -0.55604 -0.82328 -0.88233 -0.13704 0.90757 1.18234 0.49080 1.00000 5180
-0.04798 -0.30466 -0.07060 0.18355 0.23644 0.20790 0.27014 -0.08838 -0.27863 1.03919 0.46161 0.12608 -0.17328 0.74851 -0.19302 -0.05335 1.82853 0.66016 -0.14022 -0.60858 -0.76279 0.05604 1.00000 1133
-0.25416 -0.30466 -0.22915 -0.72615 -0.40543 -0.35677 -0.38218 -0.54208 -0.11321 2.13214 1.11891 0.49071 -0.03833 0.88866 0.25386 0.05437 -0.15727 -0.19643 -0.12829 -0.64403 -0.47251 0.32776 1.00000 2515
-0.34788 -0.43848 -1.17741 -0.74122 -0.69208 -0.59877 -0.45893 -0.06389 -0.63173 -0.27989 -0.22199 -0.22619 -0.19578 -0.05738 -0.40925 -0.43934 -0.65197 -0.72107 -0.12909 -0.65733 0.88440 0.70818 1.00000 1196
0.60806 1.66925 -0.09018 -0.28386 0.00587 0.20790 -0.38218 -0.47721 -0.37829 0.32312 0.05408 -0.15820 -0.30261 -0.12745 -0.45249 -0.45730 0.08221 0.11563 -0.10205 -0.60052 0.45396 0.32776 1.00000 7125
0.15820 0.79939 0.08184 -0.53516 -0.34311 -0.27610 0.07828 -0.45890 -0.43114 -0.09145 -0.26142 -0.30653 -0.30261 -0.09242 -0.48132 -0.48423 -0.28663 -0.47184 -0.13545 -0.61341 1.00521 0.38211 1.00000 1571
0.43936 1.60234 -1.09905 -0.95734 -0.74194 -0.43744 -0.42056 -0.80802 -0.58505 -0.43065 -0.39289 -0.36833 -0.30261 -0.19753 -0.59665 -0.55604 -0.63799 -0.67709 -0.14658 -0.45628 -0.61658 0.54515 1.00000 7862
0.04574 -0.10392 0.10204 0.09308 0.16789 -0.59877 -0.49730 -0.20529 -0.38033 -0.43065 -0.39289 -0.36833 -0.30261 -0.16249 -0.00562 -0.16107 -0.68519 -0.40272 -0.12909 2.35320 0.12339 0.32776 1.00000 2286
-0.29165 -0.37157 -0.10059 -0.41956 -0.11253 -0.59877 -0.45893 -0.59587 -0.58500 -0.31758 -0.34030 -0.34361 -0.30261 -0.16249 0.81605 0.48525 -0.71665 -0.62263 -0.13068 -0.57675 0.88816 0.59949 1.00000 5396
0.21444 0.39792 0.51220 0.18857 -0.01906 -0.27610 -0.30544 -0.10988 -0.19109 -0.43065 -0.39289 -0.36833 -0.30261 -0.19753 0.96021 0.50321 -0.30061 0.62770 -0.11954 2.28834 0.10238 0.11038 1.00000 6124
-0.32914 -0.43848 -0.93621 -0.55527 -0.13746 -0.51810 -0.45893 -0.66190 -0.47340 -0.35527 -0.36659 -0.35597 -0.30261 0.01270 -0.17788 -0.27732 -0.68117 -0.65551 -0.14817 -0.58198 -0.55704 0.54515 1.00000 5584
-0.36663 -0.43848 -1.04273 -0.83672 -0.67962 -0.67944 -0.49730 -0.81741 -0.58599 -0.43065 -0.39289 -0.36833 -0.30261 -0.19753 -0.48132 -0.48423 -0.76735 -0.71583 -0.14817 -0.41639 -0.69693 0.70818 1.00000 6069
-0.34788 -0.43848 -0.98396 -0.71107 -0.43658 -0.51810 -0.11358 -0.60158 -0.55332 -0.43065 -0.39289 -0.36833 -0.30261 -0.19753 -0.29393 -0.22390 -0.52262 -0.58284 -0.14022 -0.01308 -0.60172 0.59949 1.00000 5393
-0.36663 -0.43848 -1.31515 -1.00257 -0.85411 -0.67944 -0.49730 -0.81704 -0.60296 -0.43065 -0.39289 -0.36833 -0.30261 -0.19753 -0.58223 -0.54707 -0.82328 -0.88024 -0.14817 2.66264 1.27199 0.81687 1.00000 7705
-0.25416 -0.33811 1.31415 0.41977 0.46078 0.28856 -0.38218 -0.43731 -0.32638 -0.39296 -0.37974 -0.36215 -0.30261 0.01270 0.48450 0.11721 0.17486 0.36172 -0.13863 -0.56224 -0.73748 0.11038 1.00000 1043
-0.19793 -0.40503 1.64962 0.00261 -0.10007 1.01456 0.42363 0.71218 -0.35091 -0.43065 -0.39289 -0.36833 -0.30261 -0.19753 0.80164 1.12260 0.86535 1.17747 -0.13068 -0.27577 0.14129 -0.27004 1.00000 7482
0.27067 -0.07047 2.71542 0.34940 0.24267 0.44990 1.22944 1.79488 2.53813 -0.43065 -0.39289 -0.36833 -0.30261 -0.16249 1.29176 0.79944 1.13979 1.00573 -0.09091 -0.16014 0.03931 -1.41129 1.00000 6304
-0.32914 -0.40503 1.18498 0.54541 -0.18108 -0.43744 -0.42056 4.99334 0.35602 -0.43065 -0.39289 -0.36833 -0.30261 -0.19753 -0.39483 -0.43037 -0.44745 1.10941 -0.13386 0.42811 0.18868 -0.05265 1.00000 2692
-0.27291 -0.37157 -0.99682 -0.54521 -0.66093 0.61123 0.61549 0.83788 1.33807 -0.43065 -0.39289 -0.36833 -0.30261 3.09609 -0.06328 0.02744 1.32334 0.57848 -0.13386 0.84431 1.14373 -0.05265 1.00000 2200
-0.27291 -0.43848 0.30651 -0.06272 -0.05022 -0.19544 -0.03684 0.30602 -0.27643 -0.43065 -0.39289 -0.36833 -0.30261 0.22293 1.17644 1.13157 -0.04889 -0.15245 -0.13386 -0.34548 -0.62363 0.16473 1.00000 1439
0.45811 1.43506 -0.99314 -0.62060 -0.53006 0.04656 -0.15195 -0.00497 -0.40740 -0.43065 -0.39289 -0.36833 -0.30261 -0.19753 -0.40925 -0.43037 0.73949 -0.09381 -0.13545 -0.25845 1.09203 -0.10700 1.00000 7436
-0.36663 -0.43848 -1.31454 -1.01263 -0.87280 -0.67944 -0.49730 -0.81987 -0.62854 -0.43065 -0.39289 -0.36833 -0.30261 -0.19753 -0.59665 -0.55604 -0.82355 -0.88249 -0.14817 0.03447 1.06570 0.70818 1.00000 4542
-0.32914 -0.43848 -1.14802 -0.78143 -0.62354 -0.19544 -0.22870 -0.63213 -0.52755 -0.43065 -0.39289 -0.36833 -0.30261 -0.19753 -0.58223 -0.54707 -0.29493 -0.43210 -0.13863 0.91442 1.06063 0.38211 1.00000 3282
-0.34788 -0.43848 -0.73909 -0.78143 -0.61730 -0.43744 -0.38218 -0.80994 -0.56393 -0.16683 -0.28772 -0.31889 -0.30261 -0.19753 -0.51016 -0.50218 -0.27964 -0.45822 -0.13784 -0.60293 -0.49378 0.54515 1.00000 4991
0.12072 0.69903 -1.07640 -0.63065 -0.43035 -0.27610 -0.34381 -0.81451 -0.56905 -0.43065 -0.39289 -0.36833 -0.30261 -0.16249 -0.55340 -0.52014 -0.30192 -0.07255 -0.14658 -0.56184 0.93252 0.43646 1.00000 6020
1.07666 2.07073 -0.45137 -0.32910 -0.39296 0.93390 2.49571 0.70037 -0.28044 -0.43065 -0.39289 -0.36833 -0.30261 -0.19753 -0.25068 -0.08028 0.94051 0.91254 7.47106 -0.67828 -3.14722 -4.56333 1.00000 4575
1.00168 1.93690 2.39647 0.32427 -0.01283 1.65989 2.91780 0.35228 -0.08881 -0.43065 -0.39289 -0.36833 -0.30261 -0.19753 -0.07770 -0.23288 0.93352 1.38063 -0.14420 -0.10454 -0.51698 -0.54176 1.00000 4257
-0.36663 -0.43848 -1.21169 -0.83672 -0.66093 -0.67944 -0.49730 -0.03906 -0.40012 -0.43065 -0.39289 -0.36833 -0.30261 -0.19753 -0.59665 -0.55604 -0.82180 -0.88249 -0.14340 0.10538 1.03236 0.21907 1.00000 5203
0.06448 0.19718 -0.10794 -0.23361 0.04326 -0.35677 -0.34381 -0.60394 0.15541 0.39661 0.15794 -0.10938 -0.30261 -0.16249 -0.46691 -0.41286 -0.34554 -0.48016 -0.13863 -0.63879 -0.62878 0.16473 1.00000 1253
-0.16044 -0.27120 0.97561 -0.30899 -0.10007 -0.51810 -0.42056 0.00090 -0.46608 -0.43065 -0.39289 -0.36833 -0.30261 -0.19753 -0.52457 -0.47525 -0.66071 -0.72735 2.97746 -0.67385 -3.14724 -4.56333 1.00000 8017
-0.34788 -0.43848 -0.48014 0.01769 -0.30572 -0.59877 -0.38218 -0.62095 -0.51825 -0.43065 -0.39289 -0.36833 -0.30261 -0.19753 -0.48132 -0.43934 -0.69742 -0.79437 -0.14817 0.01150 -0.60063 0.54515 1.00000 5540
-0.34788 -0.43848 -1.09599 -0.60050 -0.49890 -0.59877 -0.45893 -0.63188 -0.54653 -0.43065 -0.39289 -0.36833 -0.30261 -0.19753 -0.46691 -0.41241 -0.62226 -0.76086 -0.13545 0.03124 1.04322 0.27342 1.00000 7584
0.00825 -0.23775 2.69522 0.62583 1.04657 0.20386 -0.34381 -0.46598 -0.43952 -0.43065 -0.39289 -0.36833 -0.30261 -0.19753 -0.03661 -0.18037 0.29740 0.08730 -0.13545 0.09732 -0.86448 -0.16134 1.00000 4864
-0.01049 0.49829 -1.29923 -1.00760 -0.84165 -0.67944 -0.49730 -0.80820 -0.35027 -0.43065 -0.39289 -0.36833 -0.30261 -0.19753 -0.59665 -0.55604 -0.82302 -0.88218 -0.14817 2.46360 1.29623 0.76253 1.00000 3435
-0.08547 0.02990 0.07143 1.78682 0.61035 -0.67944 -0.49730 1.89137 3.96184 -0.43065 -0.39289 -0.36833 -0.30261 -0.19753 -0.55340 -0.51116 -0.75861 -0.80065 -0.14181 -0.53726 -0.67099 0.38211 1.00000 6921
1.13289 1.16741 3.20638 4.45056 0.91570 0.77256 0.80735 8.39365 0.74082 1.45376 1.02689 0.28677 -0.30261 0.39812 0.52775 0.29674 1.30761 2.31157 -0.10523 -0.56506 -0.02647 -1.13956 1.00000 3422
-0.17919 -0.10392 -0.50034 -0.44469 -0.53629 -0.67944 -0.49730 -0.05010 -0.34962 0.47198 0.21052 -0.09084 -0.30261 -0.19753 -0.42366 -0.44832 -0.81830 -0.64420 1.39476 -0.67344 -3.14725 -4.56333 1.00000 7244
-0.21667 -0.33811 0.73197 1.82703 0.28006 0.61123 0.73060 4.70081 -0.38474 2.16983 1.34240 1.21998 1.21559 1.69455 -0.22185 -0.25981 1.37229 1.17119 -0.13386 -0.65169 -0.55213 -0.32438 1.00000 5208
-0.16044 -0.20429 0.58137 -0.12303 -0.34934 0.77256 0.34688 -0.02231 -0.01396 -0.43065 -0.39289 -0.36833 -0.30261 -0.19753 0.57099 0.17107 1.16951 1.03506 -0.11318 0.30965 0.64687 -0.10700 1.00000 6067
-0.34788 -0.43848 -0.54809 0.52028 -0.03152 -0.67944 -0.49730 -0.79520 -0.48999 -0.35527 -0.36659 -0.35597 -0.30261 -0.16249 -0.58223 -0.54707 -0.82503 -0.84882 -0.14022 -0.65612 -0.64145 0.43646 1.00000 7060
-0.29165 -0.43848 -0.11712 -0.06775 0.31122 -0.11477 -0.42056 -0.54310 0.02538 -0.39296 -0.37974 -0.36215 -0.30261 -0.19753 -0.42366 -0.44832 -0.18349 -0.10323 -0.14658 -0.61301 -0.64061 0.27342 1.00000 3758
0.70178 1.43506 -0.82541 -0.40449 -0.39919 -0.51810 -0.45893 -0.58554 -0.32071 0.36080 0.69824 0.60814 0.52959 0.01270 -0.49574 -0.41241 -0.59953 -0.55561 -0.13386 -0.64000 -0.79668 0.59949 1.00000 1379
-0.31039 -0.43848 0.07694 -0.14816 -0.33064 -0.03410 -0.15195 0.66622 -0.50064 0.09510 1.06370 1.71655 2.49200 0.18789 -0.19374 -0.15299 0.24583 0.48550 -0.11636 -0.64887 -0.49784 0.11038 1.00000 6397
-0.10421 -0.23775 1.17702 -0.31402 -0.46774 -0.03410 0.80735 -0.65273 -0.61838 -0.43065 -0.39289 -0.36833 -0.30261 -0.19753 -0.53899 -0.52014 0.38463 -0.04145 -0.13704 3.65420 0.12891 0.00169 1.00000 5064
-0.29165 -0.37157 -1.13272 -0.70604 -0.85411 0.12723 -0.11358 0.49277 -0.55516 -0.43065 -0.39289 -0.36833 -0.30261 -0.19753 -0.43808 -0.42139 0.87059 -0.03516 -0.14181 3.98821 1.32325 0.21907 1.00000 7903
-0.25416 -0.40503 -0.03019 -0.62060 -0.47397 -0.43744 0.30851 -0.26739 -0.43030 0.05930 -0.09053 -0.24473 -0.30261 0.04774 -0.07770 0.52116 -0.67120 -0.54095 -0.14022 -0.64282 -0.71960 0.49080 1.00000 2945
-0.32914 -0.37157 -0.50646 0.01267 0.01833 -0.59877 -0.49730 -0.45207 -0.36033 -0.43065 -0.39289 -0.36833 -0.30261 -0.19753 -0.59665 -0.55604 -0.73763 -0.72107 -0.14261 -0.45346 -0.49294 0.49080 1.00000 324
-0.14170 -0.37157 -1.03171 -0.56532 -0.66093 -0.59877 -0.45893 0.84368 -0.59909 -0.16683 -0.06423 0.02720 0.06850 -0.12745 -0.52457 -0.51116 -0.65023 -0.71793 -0.13068 -0.60052 0.96683 0.32776 1.00000 732
-0.10421 -0.40503 0.33834 -0.14816 -0.14369 0.44990 0.11665 1.23130 1.21019 -0.43065 -0.39289 -0.36833 -0.30261 -0.19753 0.25386 0.47628 0.72375 0.49157 -0.13068 -0.35394 0.50374 -0.16134 1.00000 1165
0.27067 0.43138 1.22477 1.21386 1.48279 2.22456 0.50037 0.00306 -0.19684 2.73515 1.67105 0.55252 -0.30261 0.22293 1.43591 1.19441 2.50153 2.78594 -0.14022 -0.58803 -0.76939 -1.03087 1.00000 3887
-0.08547 0.29755 -1.29617 -1.00760 -0.84165 -0.67944 -0.49730 -0.79113 -0.58528 -0.43065 -0.39289 -0.36833 -0.30261 -0.19753 -0.59665 -0.55604 -0.82328 -0.88233 -0.14499 2.64169 1.26921 0.70818 1.00000 814
-0.34788 -0.43848 2.07937 0.70624 0.64774 -0.59877 -0.42056 -0.23334 -0.07219 -0.43065 -0.39289 -0.36833 -0.30261 -0.02234 -0.32276 -0.24186 -0.70092 -0.68651 -0.14420 -0.55338 -0.59299 -0.05265 1.00000 2350
-0.31039 -0.43848 1.02948 0.04785 0.32369 -0.59877 -0.38218 -0.65397 0.22138 -0.43065 -0.39289 -0.36833 -0.30261 -0.19753 -0.45249 -0.40344 -0.58555 -0.75458 -0.13068 0.40152 0.75773 0.32776 1.00000 2152
-0.25416 -0.27120 -0.76052 -0.39444 -0.37427 -0.67944 -0.49730 -0.05840 -0.48362 -0.43065 -0.39289 -0.36833 -0.30261 -0.19753 -0.51016 -0.50218 -0.80904 -0.73944 -0.13068 -0.11018 -0.84947 0.59949 1.00000 1699
-0.04798 -0.43848 0.97684 1.00780 1.27714 5.45122 6.25617 0.36528 0.94432 0.58693 0.63251 0.36093 0.09943 -0.19753 0.25386 0.02744 3.79685 4.47819 -0.14817 -0.56023 -0.59029 -1.51998 1.00000 31
-0.02923 -0.33811 0.67932 -0.11298 -0.34934 4.64456 6.63989 0.04742 -0.40487 0.17236 -0.12996 -0.26327 -0.30261 1.34417 0.23944 -0.02642 2.93331 3.63625 -0.14022 -0.60132 -0.58664 -1.24826 1.00000 3527
-0.36663 -0.43848 -1.13272 -0.76133 -0.59238 -0.67944 -0.49730 -0.81155 -0.62972 -0.43065 -0.39289 -0.36833 -0.30261 -0.19753 -0.58223 -0.54707 -0.82328 -0.87814 -0.13863 -0.17223 0.89332 0.65384 1.00000 5634
-0.31039 -0.40503 -1.15598 -0.83672 -0.82918 0.12723 -0.11358 -0.44063 -0.52938 -0.43065 -0.39289 -0.36833 -0.30261 -0.19753 -0.42366 -0.42139 0.92128 -0.04668 -0.14340 2.89230 1.29192 0.21907 1.00000 4818
-0.36663 -0.43848 -0.34363 0.09308 -0.33064 -0.67944 -0.49730 -0.74091 -0.55761 -0.43065 -0.39289 -0.36833 -0.30261 -0.19753 -0.38042 -0.33162 -0.74987 -0.87186 -0.14499 -0.00059 -0.60076 0.54515 1.00000 4578
-0.27291 -0.43848 -0.82724 -0.67086 -0.27456 -0.27610 -0.26707 -0.47635 0.22289 -0.43065 -0.39289 -0.36833 -0.30261 -0.19753 0.00880 -0.05335 -0.35131 -0.31476 -0.14817 -0.44540 -0.63593 0.49080 1.00000 589
-0.36663 -0.43848 -0.39750 -0.84174 -0.75440 -0.67944 -0.49730 -0.78413 -0.59564 -0.43065 -0.39289 -0.36833 -0.30261 -0.19753 -0.55340 -0.51116 -0.82853 -0.87605 -0.14022 -0.28746 1.03036 0.43646 1.00000 6633
-0.21667 -0.43848 -0.36077 -0.16324 -0.26210 2.05919 3.10199 -0.38163 -0.40212 -0.43065 -0.39289 -0.36833 -0.30261 -0.19753 -0.40997 -0.43082 1.16697 1.41670 -0.14499 -0.52517 -0.58929 -0.27004 1.00000 6052
-0.14170 -0.03701 -1.00539 -0.32910 -0.57991 -0.67944 -0.49730 0.24571 0.68635 -0.43065 -0.39289 -0.36833 -0.30261 -0.19753 -0.51016 -0.50218 -0.82328 -0.87605 -0.13863 -0.16699 0.98964 0.59949 1.00000 4159
-0.25416 -0.37157 -0.04121 -0.63568 -0.27456 -0.43744 -0.38218 -0.70557 -0.24810 -0.43065 -0.39289 -0.36833 -0.30261 -0.19753 -0.29393 -0.29572 -0.54534 -0.58703 -0.12750 -0.51309 0.41816 0.00169 1.00000 1955
-0.19793 -0.37157 0.88379 0.34940 0.47325 -0.27610 0.23177 -0.00925 1.89302 0.39849 0.15925 -0.00370 -0.00178 0.46820 -0.09211 0.61990 -0.22894 0.01720 -0.13386 -0.54854 -0.81342 -0.27004 1.00000 2499
-0.36663 -0.43848 -1.26066 -0.88195 -0.81049 -0.67944 -0.49730 -0.61290 -0.62994 -0.43065 -0.39289 -0.36833 -0.30261 -0.19753 -0.59665 -0.55604 -0.82328 -0.88129 -0.14817 2.19647 1.23001 0.76253 1.00000 602
-0.10421 -0.17083 1.37536 2.10848 1.83176 2.14389 0.57711 0.71953 -0.26582 1.71758 1.52644 1.30032 1.10032 1.02882 -0.22185 -0.32265 2.52776 2.56080 -0.13863 -0.62671 -0.75191 -0.81349 1.00000 6975
-0.17919 -0.37157 0.87216 0.55547 0.66643 -0.19544 -0.30544 1.18158 2.87915 1.07688 2.03914 2.64142 10.55531 -0.19753 3.19458 4.07592 0.25527 -0.08962 -0.13545 -0.59971 -0.62697 -0.65045 1.00000 3427
-0.23542 -0.33811 -0.41341 -0.03759 0.30499 -0.03410 0.73060 -0.47393 -0.52423 -0.43065 -0.39289 -0.36833 -0.30261 0.08278 -0.27951 -0.34060 -0.02617 -0.01003 -0.13624 -0.38778 -0.66240 0.21907 1.00000 4705
-0.34788 -0.40503 -0.76848 -0.75128 -0.41789 -0.67944 -0.49730 -0.53911 1.81193 -0.43065 -0.39289 -0.36833 -0.30261 -0.19753 -0.29465 -0.20685 -0.82355 -0.88249 -0.14340 2.04417 1.29246 0.49080 1.00000 5539
-0.36663 -0.43848 0.28508 -0.31402 0.44209 -0.67944 -0.49730 -0.42590 0.00333 1.07688 0.63251 0.04574 -0.30261 -0.05738 -0.51016 -0.50218 -0.82328 -0.86977 -0.14022 -0.61945 0.90188 0.32776 1.00000 6611
-0.08547 -0.00355 -0.24874 0.32427 -0.14369 -0.43744 -0.30544 0.80734 -0.44679 -0.27989 0.01464 0.26205 0.22876 2.18509 0.59982 0.21595 -0.49640 -0.45927 -0.14658 -0.65733 -0.57587 0.27342 1.00000 1078
-0.34788 -0.43848 -0.69195 -0.43967 -0.19355 -0.51810 -0.42056 -0.42785 0.55917 -0.43065 -0.39289 -0.36833 -0.30261 -0.19753 -0.51016 -0.49320 -0.46240 -0.48121 -0.13545 -0.36159 -0.74036 0.43646 1.00000 2113
-0.36663 -0.43848 -0.33567 -0.47485 0.09934 -0.67944 -0.49730 -0.61412 -0.17873 0.66042 0.31569 -0.12174 -0.30261 -0.09242 -0.56782 -0.52911 -0.82355 -0.81563 -0.14022 -0.60011 0.89484 0.65384 1.00000 5510
-0.16044 -0.07047 -0.20772 -0.27884 -0.54252 -0.51810 -0.26707 3.36534 -0.51176 2.65978 2.89363 3.61170 4.58936 -0.12745 7.49035 9.23751 -0.70442 -0.29068 -0.13545 -0.58883 -0.52766 -0.43307 1.00000 5895
-0.32914 -0.40503 -1.12599 -0.67086 -0.31195 -0.51810 -0.45893 -0.58707 -0.41384 -0.09145 -0.22199 -0.30035 -0.30261 -0.19753 -0.56782 -0.53809 -0.62226 -0.71793 -0.14817 -0.60414 0.98647 0.65384 1.00000 3145
0.75801 -0.33811 0.72523 1.35459 1.27091 1.09523 -0.15195 1.79656 -0.38158 0.66231 1.11891 0.73174 0.46773 0.22293 3.02160 4.47090 1.31285 1.20575 -0.14181 -0.62469 -0.71712 -0.32438 1.00000 1795
0.83299 2.37183 2.74113 0.34438 0.58542 0.12723 -0.15195 0.68203 1.26243 3.21756 2.59850 1.90752 1.06672 0.15285 0.74109 0.73391 0.13771 0.23888 -0.14022 -0.65451 -0.77071 -0.48742 1.00000 2987
-0.19793 -0.43848 -0.05590 -0.12806 0.10558 2.31329 3.30920 0.56946 -0.54294 -0.31758 -0.35345 -0.34979 -0.30261 -0.16249 -0.14905 -0.26834 1.70975 1.79248 -0.13465 -0.62429 -0.56286 -0.48742 1.00000 6288
-0.31039 -0.40503 1.21987 0.16847 0.76614 -0.27610 -0.26707 -0.07910 3.68326 0.02161 -0.19569 -0.29417 -0.30261 -0.05738 -0.52457 -0.50218 -0.28488 -0.24984 -0.14817 -0.57231 -0.81360 -0.32438 1.00000 565
1.93888 1.50197 -1.00294 0.08805 0.30499 -0.67944 -0.49730 1.58167 0.71344 -0.43065 -0.39289 -0.36833 -0.30261 -0.19753 -0.59665 -0.55604 -0.80406 -0.86558 -0.13386 1.77060 1.20552 0.54515 1.00000 692
3.19472 0.76594 1.73104 2.51558 2.99710 2.06323 -0.15195 0.76005 0.54336 1.56682 2.88049 2.69086 1.94657 -0.16249 1.76746 1.71506 1.99809 2.29167 -0.13227 -0.65491 -0.73568 -1.24826 1.00000 5784
-0.25416 -0.27120 -1.07456 -0.70102 -0.51136 -0.59877 -0.19032 -0.75364 -0.42990 -0.43065 -0.39289 -0.36833 -0.30261 -0.19753 -0.55340 -0.52911 -0.73413 -0.80903 -0.14022 0.35236 0.94758 0.70818 1.00000 1657
0.40188 1.23432 0.22631 1.12340 1.40178 0.36923 -0.30544 -0.12069 0.55760 -0.43065 -0.39289 -0.36833 -0.30261 -0.19753 -0.51016 -0.45730 0.41609 0.59629 -0.14022 -0.53283 -0.63805 -0.10700 1.00000 895
-0.23542 -0.43848 -0.33628 -0.11801 0.26137 0.93390 0.00154 -0.35813 -0.46935 -0.43065 -0.39289 -0.36833 -0.30261 0.57332 -0.52457 -0.50218 0.70103 0.58372 -0.14022 -0.38416 -0.63130 0.05604 1.00000 4061
-0.29165 -0.33811 -0.25670 -0.33412 -0.35557 -0.67944 -0.49730 -0.62178 -0.26398 -0.43065 -0.39289 -0.36833 -0.30261 -0.19753 -0.59665 -0.55604 -0.81454 -0.87710 -0.13704 0.13439 0.92949 0.59949 1.00000 6610
5.10661 5.61707 1.40659 0.20868 0.21152 -0.03410 -0.15195 0.33867 -0.53531 -0.16683 -0.28772 -0.31889 -0.30261 0.04774 4.46313 2.60375 0.00530 0.45806 -0.12272 -0.56305 0.29316 -0.48742 1.00000 7731
-0.01049 -0.27120 1.50821 7.17462 8.80507 -0.43744 -0.07521 -0.16671 -0.42551 1.82687 1.64081 1.57441 1.88036 0.01270 -0.02148 0.08893 -0.19031 -0.06318 -0.14817 -0.65491 -0.80881 -0.27004 1.00000 6250
-0.27291 -0.40503 -0.99804 -0.53516 -0.58615 -0.43744 -0.38218 -0.72993 -0.58608 -0.24221 -0.32716 -0.33743 -0.30261 -0.02234 -0.59665 -0.55604 -0.42298 -0.53153 -0.14817 -0.61704 0.99329 0.54515 1.00000 1330
0.02700 -0.13738 2.20180 -0.22858 -0.22470 0.53056 1.45967 -0.52957 -0.25763 -0.43065 -0.39289 -0.36833 -0.30261 -0.19753 -0.00562 -0.16107 1.46318 0.82143 -0.11954 1.95997 0.19321 -0.65045 1.00000 6821
